id,Seismic_Mag,Radiation_uSv,Comms_State,AOI_Hit
884,5.73,5.29,Normal,False
885,0.48,7.67,Normal,False
886,5.54,0.65,Down,False
887,0.79,1.34,Burst,True
888,5.06,5.66,Normal,True
889,2.45,1.84,Silence,False
890,2.6,4.37,Down,True
891,3.93,6.6,Silence,False
892,2.07,1.53,Silence,False
893,0.04,7.24,Burst,False
894,4.21,6.49,Burst,False
895,2.15,4.91,Silence,True
896,5.39,8.36,Down,False
897,4.46,0.83,Down,True
898,5.77,5.47,Down,True
899,3.84,6.8,Silence,False
900,3.52,0.39,Burst,True
901,4.29,7.02,Normal,True
902,1.47,1.57,Silence,False
903,3.45,4.68,Silence,True
904,3.07,3.91,Silence,True
905,3.18,7.16,Silence,False
906,1.7,0.12,Silence,True
907,3.12,7.38,Normal,False
908,5.44,6.54,Normal,True
909,2.11,3.07,Normal,True
910,0.99,3.48,Normal,True
911,3.59,7.89,Normal,True
912,5.66,6.09,Burst,False
913,1.23,1.12,Burst,False
914,5.2,0.02,Silence,False
915,4.53,7.16,Burst,False
916,3.86,0.81,Silence,True
917,2.91,3.85,Silence,False
918,3.41,9.3,Burst,True
919,4.02,2.73,Silence,False
920,3.9,4.98,Down,False
921,4.05,3.39,Burst,False
922,1.72,3.93,Normal,False
923,0.21,4.1,Down,False
924,5.08,2.98,Burst,False
925,2.54,5.59,Normal,True
926,3.2,9.34,Down,False
927,1.27,9.01,Burst,True
928,2.98,1.73,Silence,False
929,1.86,1.12,Silence,False
930,0.75,0.33,Silence,True
931,0.8,2.58,Normal,True
932,3.24,3.42,Down,True
933,3.01,7.06,Burst,True
934,0.74,6.63,Down,True
935,3.08,6.9,Burst,False
936,4.41,0.93,Silence,True
937,2.94,5.55,Down,True
938,0.17,5.9,Normal,True
939,5.26,2.69,Burst,True
940,3.3,9.38,Burst,False
941,4.98,0.17,Silence,True
942,4.38,2.8,Down,True
943,2.28,7.65,Normal,False
944,0.08,8.51,Down,False
945,1.84,4.49,Burst,True
946,2.83,8.44,Normal,True
947,0.29,2.53,Burst,True
948,5.29,2.45,Normal,True
949,0.75,5.46,Normal,False
950,3.38,6.75,Silence,False
951,0.2,9.12,Silence,False
952,1.28,8.88,Silence,True
953,0.77,6.84,Burst,True
954,4.41,7.07,Silence,False
955,5.81,0.23,Burst,True
956,5.44,0.11,Down,False
957,1.36,9.09,Silence,True
958,4.44,5.61,Down,False
959,3.37,8.51,Down,False
960,3.18,9.67,Silence,True
961,5.45,9.08,Silence,False
962,1.35,6.46,Down,False
963,4.42,0.18,Burst,False
964,5.69,2.38,Normal,True
965,4.88,7.22,Down,False
966,2.89,4.68,Down,True
967,4.06,5.39,Normal,True
968,4.02,5.44,Down,False
969,1.96,2.85,Burst,False
970,1.41,0.67,Down,False
971,2.96,5.99,Burst,False
972,0.94,0.56,Burst,False
973,0.14,8.96,Down,True
974,0.16,1.05,Silence,True
975,3.65,3.7,Normal,True
976,4.92,6.25,Silence,False
977,2.05,9.34,Burst,False
978,5.7,0.89,Silence,False
979,0.83,0.73,Down,True
980,5.67,3.99,Burst,True
981,5.85,9.02,Silence,False
982,0.84,6.16,Burst,False
983,1.3,5.6,Normal,False
984,5.25,0.77,Down,False
985,5.03,7.93,Down,False
986,5.67,8.27,Silence,True
987,0.39,6.74,Silence,True
988,4.26,3.83,Normal,True
989,1.89,4.96,Normal,False
990,5.97,9.74,Normal,False
991,2.36,1.82,Burst,False
992,1.9,3.6,Normal,False
993,1.6,0.95,Burst,True
994,3.98,1.23,Normal,False
995,0.69,2.19,Silence,True
996,2.51,2.56,Down,False
997,4.5,7.66,Down,False
998,5.84,7.7,Silence,False
999,5.44,4.96,Down,False
1000,1.2,4.09,Burst,True
1001,3.09,8.87,Down,False
1002,4.53,3.33,Down,False
1003,1.63,9.48,Normal,False
1004,5.71,9.21,Silence,False
1005,5.48,1.04,Silence,True
1006,3.57,2.16,Down,False
1007,3.81,8.72,Silence,False
1008,2.8,7.58,Silence,True
1009,0.14,0.24,Silence,True
1010,0.59,0.94,Down,True
1011,5.34,0.32,Silence,False
1012,5.49,6.13,Burst,False
1013,5.45,2.19,Normal,True
1014,1.77,3.45,Silence,False
1015,5.8,2.42,Normal,True
1016,3.26,2.34,Down,True
1017,0.28,4.26,Silence,True
1018,5.77,9.62,Normal,True
1019,0.17,7.46,Burst,True
1020,3.12,9.82,Down,True
1021,1.17,4.44,Burst,True
1022,3.77,5.25,Silence,False
1023,1.82,0.57,Down,True
1024,4.21,6.18,Down,True
1025,2.62,9.8,Normal,False
1026,4.18,0.86,Normal,True
1027,3.28,9.81,Normal,True
1028,3.3,9.19,Silence,False
1029,5.05,1.55,Down,True
1030,2.91,1.91,Normal,True
1031,0.1,2.21,Normal,False
1032,3.83,3.63,Normal,True
1033,0.48,8.53,Silence,False
1034,5.92,4.28,Silence,False
1035,0.85,3.99,Burst,True
1036,1.14,2.57,Normal,True
1037,1.64,0.59,Down,False
1038,1.56,9.32,Silence,False
1039,0.15,4.57,Down,True
1040,2.76,4.24,Burst,False
1041,5.94,4.52,Down,True
1042,5.35,0.34,Down,True
1043,4.29,0.58,Burst,False
1044,2.28,8.36,Normal,True
1045,1.37,6.33,Down,True
1046,1.79,2.2,Down,False
1047,0.84,6.13,Normal,False
1048,1.49,9.64,Down,False
1049,2.14,1.11,Down,False
1050,3.91,1.4,Normal,True
1051,5.81,2.05,Down,False
1052,5.18,3.47,Down,True
1053,1.16,3.13,Burst,True
1054,2.89,4.12,Silence,False
1055,3.22,2.97,Normal,False
1056,4.81,4.85,Burst,True
1057,3.92,0.11,Normal,True
1058,3.66,2.27,Down,False
1059,3.23,3.58,Normal,False
1060,2.58,6.48,Normal,True
1061,0.07,8.8,Silence,False
1062,4.12,3.73,Silence,True
1063,3.53,8.41,Normal,False
1064,5.25,4.5,Burst,False
1065,3.71,3.82,Down,False
1066,5.12,9.29,Normal,False
1067,2.89,8.37,Burst,True
1068,4.84,8.86,Normal,True
1069,5.18,8.17,Silence,False
1070,0.15,8.26,Silence,False
1071,0.11,2.79,Down,False
1072,4.72,4.24,Burst,False
1073,2.37,3.74,Burst,False
1074,1.61,7.61,Burst,False
1075,5.28,6.89,Normal,True
1076,5.61,6.31,Silence,True
1077,1.21,6.27,Down,True
1078,0.52,7.16,Down,False
1079,1.11,7.79,Normal,True
1080,5.49,4.73,Normal,True
1081,3.49,2.32,Down,False
1082,2.8,3.7,Silence,False
1083,5.8,6.12,Silence,True
1084,1.49,7.17,Normal,True
1085,4.26,0.04,Burst,True
1086,3.11,0.46,Normal,True
1087,1.97,0.14,Down,False
1088,2.06,7.2,Burst,True
1089,4.73,4.43,Burst,True
1090,2.38,8.1,Normal,False
1091,3.48,0.69,Silence,False
1092,0.04,7.22,Normal,True
1093,4.76,4.69,Silence,False
1094,2.78,1.72,Burst,True
1095,1.49,6.14,Burst,False
1096,1.14,1.86,Silence,True
1097,5.98,9.91,Burst,False
1098,5.74,3.75,Normal,True
1099,0.96,5.43,Burst,False
1100,1.73,4.73,Down,False
1101,0.83,3.87,Normal,False
1102,5.03,8.07,Burst,False
1103,1.46,6.18,Down,False
1104,0.47,5.21,Silence,False
1105,4.41,7.55,Down,True
1106,0.41,8.3,Normal,False
1107,1.0,6.37,Burst,True
1108,5.18,2.21,Silence,True
1109,4.94,0.66,Down,False
1110,4.42,8.93,Down,True
1111,2.84,8.61,Burst,False
1112,5.24,9.44,Silence,False
1113,4.14,4.5,Normal,False
1114,1.52,3.19,Burst,False
1115,2.36,2.21,Normal,True
1116,0.11,7.93,Burst,False
1117,4.84,1.85,Silence,True
1118,1.95,1.84,Burst,False
1119,1.84,4.7,Down,False
1120,5.29,6.42,Burst,True
1121,3.12,7.25,Burst,False
1122,2.53,3.56,Silence,True
1123,1.03,7.83,Normal,False
1124,0.82,8.54,Burst,True
1125,0.81,2.05,Silence,True
1126,1.12,1.18,Normal,True
1127,3.23,2.87,Normal,False
1128,0.01,0.66,Down,False
1129,1.95,0.01,Silence,False
1130,2.35,8.9,Silence,True
1131,2.41,4.34,Down,True
1132,4.79,7.55,Down,True
1133,0.76,9.98,Down,True
1134,1.05,0.86,Silence,False
1135,0.2,1.93,Burst,True
1136,4.46,2.03,Normal,True
1137,0.48,9.42,Burst,True
1138,4.58,7.03,Silence,False
1139,0.12,3.05,Down,False
1140,1.38,1.89,Burst,False
1141,0.85,7.87,Down,False
1142,4.35,8.31,Burst,False
1143,2.17,2.68,Silence,False
1144,1.56,9.06,Normal,True
1145,0.65,0.48,Burst,False
1146,4.69,3.47,Silence,False
1147,2.53,9.14,Normal,True
1148,3.21,3.4,Down,True
1149,3.09,2.68,Silence,False
1150,1.81,2.46,Normal,True
1151,2.95,5.5,Silence,True
1152,1.97,2.75,Normal,False
1153,0.98,0.88,Burst,False
1154,3.03,1.6,Burst,True
1155,0.01,8.41,Normal,False
1156,2.46,5.99,Burst,False
1157,2.62,2.9,Burst,False
1158,0.15,6.69,Down,False
1159,1.07,7.4,Burst,True
1160,5.07,6.6,Burst,False
1161,4.87,4.13,Down,True
1162,4.99,0.85,Normal,True
1163,0.82,6.89,Down,True
1164,5.38,5.16,Normal,False
1165,3.89,6.99,Down,True
1166,5.67,7.07,Silence,True
1167,1.9,4.82,Normal,False
1168,5.24,1.44,Burst,False
1169,0.4,6.31,Down,True
1170,2.74,3.31,Down,False
1171,0.92,8.02,Burst,False
1172,3.79,1.81,Silence,False
1173,1.91,2.95,Down,True
1174,3.44,3.42,Silence,False
1175,1.62,5.96,Burst,False
1176,0.5,5.23,Silence,True
1177,0.99,9.84,Normal,False
1178,2.89,8.45,Burst,True
1179,1.47,9.86,Silence,True
1180,3.35,7.21,Down,False
1181,1.59,9.96,Burst,False
1182,5.75,7.65,Down,False
1183,2.39,9.01,Burst,True
1184,4.68,7.11,Silence,False
1185,5.46,2.31,Burst,False
1186,4.1,1.25,Normal,True
1187,3.85,3.91,Normal,False
1188,1.79,0.66,Silence,False
1189,4.58,3.95,Down,False
1190,4.57,7.44,Normal,True
1191,2.45,2.51,Down,True
1192,2.08,9.4,Normal,True
1193,5.02,2.87,Silence,False
1194,2.23,0.48,Silence,True
1195,3.64,4.37,Normal,True
1196,0.13,2.46,Normal,False
1197,2.19,8.87,Normal,True
1198,0.07,9.55,Down,True
1199,1.41,2.76,Burst,True
1200,4.77,0.26,Down,False
1201,4.66,9.62,Silence,False
1202,4.85,3.74,Burst,False
1203,3.64,0.35,Normal,True
1204,2.53,3.41,Silence,False
1205,0.74,7.62,Down,False
1206,0.16,1.28,Down,False
1207,2.82,6.01,Down,True
1208,1.28,0.09,Down,True
1209,2.15,0.97,Burst,True
1210,0.44,1.23,Down,True
1211,4.34,4.73,Silence,True
1212,0.53,5.3,Silence,True
1213,3.74,7.57,Normal,False
1214,3.68,2.43,Burst,True
1215,5.42,9.6,Silence,True
1216,4.31,8.87,Burst,True
1217,5.26,8.52,Down,True
1218,4.48,6.43,Silence,False
1219,5.73,6.39,Silence,False
1220,2.12,9.5,Burst,False
1221,2.78,1.71,Silence,False
1222,0.65,2.47,Burst,True
1223,1.24,8.17,Burst,True
1224,0.98,7.53,Burst,True
1225,2.5,9.45,Down,False
1226,0.74,1.3,Silence,True
1227,5.15,3.51,Burst,True
1228,3.27,3.68,Normal,False
1229,4.98,9.61,Burst,True
1230,1.53,9.41,Normal,False
1231,4.49,3.48,Burst,False
1232,2.24,0.25,Normal,True
1233,1.84,5.59,Down,True
1234,3.58,6.31,Burst,False
1235,2.19,3.71,Normal,True
1236,0.43,5.44,Burst,False
1237,2.18,8.35,Down,False
1238,4.91,4.56,Silence,False
1239,3.55,3.3,Normal,True
1240,3.57,7.6,Normal,True
1241,4.24,7.56,Normal,False
1242,3.24,7.97,Silence,True
1243,1.51,7.35,Silence,True
1244,4.79,3.71,Silence,False
1245,0.58,7.52,Burst,True
1246,4.03,6.99,Burst,False
1247,4.78,8.01,Silence,False
1248,5.05,7.15,Down,True
1249,0.91,9.74,Down,False
1250,1.62,8.75,Down,False
1251,4.82,6.07,Down,True
1252,1.75,1.04,Burst,False
1253,5.26,8.63,Normal,True
1254,1.74,3.56,Burst,True
1255,1.06,3.58,Silence,True
1256,5.09,7.37,Silence,True
1257,5.08,1.26,Burst,True
1258,4.8,4.73,Burst,False
1259,4.53,1.89,Down,True
1260,2.37,5.98,Down,True
1261,0.04,8.14,Burst,False
1262,5.99,1.19,Silence,False
1263,0.85,9.59,Normal,True
1264,2.26,4.23,Silence,True
1265,4.51,9.75,Down,True
1266,4.71,9.7,Burst,True
1267,1.16,5.25,Burst,True
1268,2.53,7.95,Normal,True
1269,4.52,1.58,Burst,False
1270,2.26,5.46,Silence,False
1271,3.26,6.38,Silence,True
1272,1.21,0.95,Silence,True
1273,4.3,0.19,Down,False
1274,5.11,0.38,Silence,True
1275,5.77,3.16,Silence,True
1276,4.91,4.65,Silence,True
1277,5.89,4.44,Down,True
1278,1.8,1.46,Silence,False
1279,0.61,4.74,Down,True
1280,4.77,5.14,Normal,True
1281,4.17,6.5,Down,True
1282,2.58,0.19,Burst,True
1283,0.34,9.77,Normal,True
1284,3.23,2.75,Burst,False
1285,1.75,4.8,Silence,True
1286,2.58,5.67,Burst,False
1287,4.93,9.17,Silence,True
1288,0.18,2.43,Normal,True
1289,5.05,2.18,Normal,True
1290,2.62,7.76,Burst,True
1291,1.33,2.91,Silence,False
1292,3.37,8.87,Burst,False
1293,0.48,0.49,Burst,True
1294,0.36,6.2,Normal,False
1295,3.75,7.8,Normal,True
1296,4.08,4.89,Silence,False
1297,5.33,1.76,Down,True
1298,5.5,9.01,Burst,False
1299,0.86,1.63,Burst,True
1300,1.16,1.43,Burst,False
1301,0.23,7.41,Down,True
1302,1.98,1.01,Down,False
1303,4.65,0.55,Down,True
1304,3.82,1.64,Burst,True
1305,5.24,8.38,Normal,False
1306,1.1,6.8,Normal,True
1307,3.01,5.76,Down,False
1308,1.85,4.23,Down,True
1309,5.46,7.47,Down,True
1310,3.28,1.9,Normal,True
1311,2.0,0.15,Burst,True
1312,3.84,7.84,Down,True
1313,1.09,3.02,Silence,True
1314,1.34,2.26,Down,True
1315,3.39,1.54,Burst,False
1316,4.54,2.28,Normal,True
1317,4.18,8.96,Burst,False
1318,2.81,7.16,Normal,True
1319,2.33,8.17,Silence,True
1320,0.63,8.03,Normal,False
1321,3.31,8.38,Silence,False
1322,4.55,4.88,Normal,True
1323,3.1,2.03,Silence,True
1324,5.94,0.88,Burst,False
1325,1.41,5.12,Burst,True
1326,2.5,6.37,Normal,True
1327,0.34,8.32,Silence,True
1328,5.03,7.86,Normal,False
1329,0.62,9.13,Burst,False
1330,0.5,2.88,Silence,True
1331,2.07,6.18,Burst,False
1332,5.61,5.33,Burst,True
1333,0.43,8.26,Normal,True
1334,4.6,0.18,Silence,False
1335,0.33,1.36,Burst,True
1336,2.44,2.95,Silence,True
1337,2.75,3.87,Silence,False
1338,2.96,1.61,Burst,True
1339,3.91,5.12,Down,True
1340,3.3,6.34,Silence,True
1341,1.14,5.51,Normal,False
1342,3.37,0.67,Silence,False
1343,4.24,0.59,Normal,True
1344,2.66,0.59,Burst,False
1345,0.79,1.99,Burst,True
1346,3.96,0.18,Silence,True
1347,4.07,6.08,Down,False
1348,4.6,8.95,Down,True
1349,3.72,8.18,Normal,False
1350,4.24,5.09,Burst,True
1351,5.42,5.94,Normal,False
1352,5.29,6.57,Burst,True
1353,1.65,8.66,Down,True
1354,2.28,3.27,Down,True
1355,1.34,0.66,Normal,False
1356,3.25,0.46,Burst,True
1357,2.82,2.84,Down,True
1358,1.53,2.44,Silence,False
1359,5.66,8.03,Burst,False
1360,3.48,1.1,Normal,False
1361,0.68,0.69,Burst,False
1362,5.0,5.34,Silence,False
1363,5.29,9.25,Burst,False
1364,5.07,1.1,Silence,True
1365,1.06,8.23,Silence,True
1366,0.03,2.89,Down,True
1367,4.74,4.93,Burst,True
1368,4.13,6.44,Burst,False
1369,0.73,0.86,Normal,False
1370,0.07,3.63,Burst,False
1371,0.87,4.94,Silence,False
1372,4.95,7.52,Burst,False
1373,4.98,1.38,Normal,False
1374,5.98,0.93,Normal,False
1375,0.13,5.61,Silence,True
1376,5.15,6.5,Down,False
1377,1.95,9.01,Silence,False
1378,3.65,0.3,Down,True
1379,4.37,0.42,Burst,False
1380,2.32,0.3,Burst,False
1381,5.61,8.9,Down,True
1382,2.78,5.25,Down,True
1383,0.1,6.86,Normal,False
1384,3.75,7.3,Normal,True
1385,5.04,7.24,Normal,True
1386,5.0,4.93,Normal,True
1387,5.16,9.95,Burst,False
1388,0.95,5.49,Burst,False
1389,5.13,3.04,Burst,True
1390,3.71,1.74,Burst,False
1391,2.95,5.79,Normal,False
1392,3.62,3.73,Down,False
1393,2.53,1.6,Normal,True
1394,3.4,8.01,Burst,True
1395,1.86,7.38,Burst,False
1396,1.26,6.47,Down,False
1397,5.36,6.31,Normal,False
1398,1.14,0.04,Silence,True
1399,3.88,6.92,Silence,False
1400,0.93,9.41,Burst,True
1401,0.06,5.02,Normal,True
1402,3.51,7.47,Silence,True
1403,4.65,9.95,Silence,True
1404,0.33,5.9,Normal,True
1405,2.52,2.63,Burst,True
1406,2.96,3.51,Normal,False
1407,5.18,4.77,Burst,False
1408,3.71,5.42,Burst,True
1409,5.94,7.74,Down,False
1410,2.44,5.87,Burst,False
1411,4.33,8.06,Burst,False
1412,5.61,6.36,Down,False
1413,5.08,6.26,Normal,False
1414,3.86,0.98,Silence,True
1415,5.89,4.32,Normal,True
1416,5.64,9.66,Down,True
1417,1.77,9.95,Down,False
1418,0.34,6.78,Down,False
1419,2.02,6.91,Silence,False
1420,0.53,0.31,Burst,True
1421,3.49,9.47,Down,False
1422,3.63,2.23,Silence,True
1423,1.62,9.51,Normal,True
1424,1.49,6.0,Normal,False
1425,1.14,3.56,Down,False
1426,5.43,2.12,Down,False
1427,2.28,5.9,Normal,True
1428,0.08,1.71,Burst,False
1429,1.02,4.96,Normal,True
1430,1.95,9.16,Burst,True
1431,5.88,9.54,Silence,True
1432,5.38,5.41,Burst,True
1433,0.62,9.81,Silence,True
1434,2.28,6.23,Normal,True
1435,5.75,7.73,Silence,True
1436,4.66,9.41,Down,False
1437,4.75,6.51,Down,True
1438,2.76,2.69,Burst,False
1439,1.82,2.7,Silence,False
1440,1.58,5.65,Burst,False
1441,2.48,6.17,Burst,True
1442,1.54,1.87,Burst,False
1443,0.76,5.8,Down,True
1444,4.13,8.3,Burst,False
1445,5.71,5.49,Silence,True
1446,5.43,8.43,Normal,False
1447,0.48,9.32,Burst,True
1448,1.04,1.84,Down,False
1449,2.75,1.83,Down,False
1450,0.35,9.91,Burst,True
1451,1.67,6.84,Normal,True
1452,3.38,6.26,Normal,True
1453,4.82,0.06,Normal,False
1454,2.93,2.61,Burst,True
1455,3.71,8.64,Normal,False
1456,1.37,4.68,Down,True
1457,4.64,5.72,Silence,False
1458,4.18,7.52,Burst,True
1459,4.37,8.97,Burst,True
1460,1.56,6.84,Normal,True
1461,4.68,0.43,Down,False
1462,5.18,0.66,Down,True
1463,2.1,6.3,Burst,False
1464,0.32,3.22,Burst,True
1465,5.3,9.17,Silence,False
1466,2.0,1.8,Down,True
1467,4.6,5.38,Silence,True
1468,4.91,6.93,Down,False
1469,2.88,7.48,Silence,True
1470,5.61,4.27,Down,False
1471,3.43,0.8,Normal,False
1472,5.44,0.46,Silence,True
1473,3.35,4.25,Silence,False
1474,0.42,1.64,Down,True
1475,3.74,6.23,Normal,True
1476,1.56,5.72,Burst,False
1477,1.69,2.22,Silence,True
1478,1.17,9.86,Burst,False
1479,3.16,8.82,Silence,False
1480,3.09,6.51,Down,True
1481,2.02,3.42,Normal,True
1482,4.43,8.47,Silence,False
1483,2.49,7.07,Down,True
1484,3.63,8.39,Silence,True
1485,2.97,0.56,Burst,False
1486,5.51,0.01,Down,True
1487,1.0,7.98,Silence,False
1488,2.92,9.45,Burst,False
1489,3.26,1.6,Down,False
1490,5.27,2.92,Burst,True
1491,5.42,7.92,Down,False
1492,2.92,6.49,Normal,True
1493,2.83,4.5,Normal,True
1494,5.11,4.41,Silence,False
1495,0.03,4.66,Burst,True
1496,1.77,1.0,Silence,False
1497,2.92,8.99,Burst,False
1498,0.97,5.8,Silence,True
1499,1.24,5.69,Down,True
1500,1.8,6.68,Down,True
1501,3.83,9.61,Down,True
1502,5.13,3.93,Down,False
1503,1.39,3.23,Burst,True
1504,2.0,7.18,Normal,True
1505,5.84,8.92,Burst,False
1506,0.78,4.58,Down,False
1507,0.49,2.1,Down,False
1508,3.4,2.58,Normal,False
1509,5.61,6.05,Normal,False
1510,2.37,9.32,Down,False
1511,4.79,3.75,Burst,True
1512,5.14,9.7,Normal,False
1513,3.68,8.3,Down,True
1514,2.78,3.91,Normal,False
1515,3.09,9.18,Burst,False
1516,0.84,5.18,Silence,False
1517,0.53,0.57,Burst,False
1518,4.97,3.12,Normal,False
1519,3.6,3.92,Burst,True
1520,1.04,2.05,Down,False
1521,1.3,1.4,Burst,False
1522,0.34,1.2,Burst,False
1523,2.01,1.82,Down,False
1524,1.96,2.62,Burst,True
1525,1.2,3.62,Burst,False
1526,4.8,6.97,Down,True
1527,5.75,5.15,Burst,False
1528,5.87,2.55,Silence,False
1529,5.93,6.45,Down,False
1530,2.42,1.46,Silence,False
1531,1.59,4.88,Down,True
1532,5.23,0.18,Normal,True
1533,4.57,0.3,Down,True
1534,3.75,6.49,Burst,True
1535,0.36,1.6,Burst,False
1536,3.34,1.21,Normal,False
1537,2.22,4.65,Burst,True
1538,5.44,8.88,Normal,True
1539,5.37,1.95,Silence,False
1540,2.8,9.13,Burst,False
1541,1.29,6.07,Silence,True
1542,3.87,7.24,Silence,True
1543,0.36,5.95,Silence,True
1544,2.87,5.89,Silence,False
1545,3.66,4.85,Normal,True
1546,2.64,3.94,Normal,True
1547,3.38,1.78,Burst,True
1548,2.09,1.62,Normal,False
1549,5.86,8.82,Silence,False
1550,5.92,7.96,Burst,True
1551,3.13,4.62,Burst,True
1552,4.61,0.97,Silence,False
1553,2.32,0.43,Silence,False
1554,5.55,3.17,Normal,False
1555,5.53,0.2,Normal,False
1556,4.95,8.92,Silence,True
1557,4.64,8.45,Normal,True
1558,5.58,1.97,Silence,True
1559,4.22,1.88,Silence,False
1560,1.58,2.34,Burst,False
1561,2.96,0.56,Down,False
1562,4.5,6.1,Silence,False
1563,2.3,7.93,Down,True
1564,2.81,1.25,Burst,False
1565,1.35,7.92,Normal,True
1566,3.25,8.79,Normal,False
1567,1.95,7.98,Normal,True
1568,3.41,0.39,Normal,True
1569,3.74,5.25,Burst,False
1570,0.03,3.89,Normal,True
1571,3.74,6.83,Normal,True
1572,0.7,9.08,Burst,True
1573,2.19,4.54,Burst,False
1574,4.12,4.94,Normal,False
1575,5.97,8.0,Down,False
1576,2.98,6.74,Normal,True
1577,4.67,1.85,Burst,False
1578,5.3,0.29,Burst,False
1579,3.44,6.61,Burst,True
1580,0.9,1.99,Normal,False
1581,3.14,8.37,Normal,True
1582,5.53,9.68,Burst,True
1583,3.51,5.17,Burst,False
1584,5.42,4.17,Down,True
1585,3.71,3.79,Burst,False
1586,4.73,8.34,Silence,False
1587,1.32,3.46,Normal,False
1588,5.66,3.57,Burst,True
1589,5.6,0.95,Down,True
1590,4.86,5.12,Down,True
1591,0.05,9.01,Normal,True
1592,5.74,5.76,Silence,True
1593,2.35,6.21,Normal,True
1594,0.2,2.53,Burst,False
1595,5.9,3.81,Down,False
1596,1.42,3.97,Normal,True
1597,2.07,2.18,Silence,True
1598,5.54,1.8,Burst,True
1599,1.58,8.72,Silence,False
1600,1.89,7.37,Burst,True
1601,2.31,2.7,Silence,True
1602,4.61,2.83,Burst,True
1603,2.16,9.66,Silence,False
1604,4.05,7.09,Normal,True
1605,1.09,4.89,Silence,False
1606,2.1,0.36,Silence,True
1607,2.13,0.38,Silence,False
1608,4.56,6.12,Burst,True
1609,0.62,8.65,Burst,False
1610,4.0,3.68,Burst,False
1611,5.46,9.86,Burst,True
1612,4.26,1.11,Silence,True
1613,2.09,4.58,Normal,True
1614,5.28,7.38,Down,False
1615,2.5,2.66,Down,False
1616,0.66,9.44,Silence,False
1617,5.66,1.43,Silence,True
1618,5.67,9.62,Silence,False
1619,3.8,4.35,Down,True
1620,2.63,7.35,Silence,False
1621,2.99,8.24,Down,True
1622,3.78,3.97,Burst,True
1623,5.0,9.99,Normal,False
1624,1.47,9.52,Burst,False
1625,3.07,3.22,Normal,False
1626,3.27,8.61,Silence,True
1627,2.27,6.34,Silence,False
1628,5.84,7.36,Burst,True
1629,0.97,0.0,Silence,True
1630,2.24,5.5,Burst,False
1631,4.81,3.56,Burst,True
1632,3.72,6.73,Silence,True
1633,5.77,3.85,Silence,False
1634,2.28,1.51,Normal,False
1635,0.76,7.82,Down,False
1636,2.35,8.34,Silence,True
1637,4.52,4.91,Silence,True
1638,4.2,2.26,Normal,True
1639,3.01,6.29,Normal,False
1640,1.44,9.5,Silence,True
1641,3.81,4.96,Silence,False
1642,3.92,9.23,Down,True
1643,3.11,4.0,Normal,False
1644,1.82,0.06,Normal,False
1645,1.34,1.12,Silence,False
1646,0.63,2.0,Normal,True
1647,4.01,1.54,Burst,True
1648,5.29,7.84,Burst,True
1649,4.08,1.83,Silence,True
1650,0.32,2.28,Down,False
1651,1.11,4.86,Burst,False
1652,4.05,5.3,Burst,True
1653,0.33,5.37,Burst,False
1654,5.9,3.22,Down,True
1655,3.39,5.24,Burst,False
1656,1.35,4.73,Normal,True
1657,1.42,4.31,Normal,False
1658,3.15,2.25,Down,False
1659,3.87,6.59,Normal,False
1660,2.8,1.18,Silence,True
1661,2.55,1.23,Down,True
1662,2.89,5.61,Down,False
1663,5.64,1.51,Burst,True
1664,3.31,8.38,Normal,False
1665,0.39,2.06,Down,True
1666,0.07,4.17,Down,True
1667,1.11,2.62,Down,False
1668,1.82,8.19,Burst,False
1669,4.01,1.41,Burst,True
1670,4.5,1.62,Burst,False
1671,0.48,0.33,Silence,False
1672,4.35,6.91,Burst,False
1673,4.18,0.05,Silence,True
1674,0.1,5.02,Silence,False
1675,1.62,4.33,Silence,True
1676,4.76,9.14,Silence,False
1677,2.66,9.24,Silence,True
1678,0.33,2.7,Silence,True
1679,2.39,4.94,Silence,False
1680,4.72,7.59,Burst,False
1681,4.34,3.08,Normal,False
1682,5.44,0.37,Silence,True
1683,4.54,6.43,Down,False
1684,1.78,6.67,Silence,False
1685,3.65,8.43,Silence,False
1686,4.74,8.3,Normal,False
1687,5.01,1.15,Normal,True
1688,5.29,6.55,Silence,True
1689,4.68,5.33,Burst,False
1690,5.77,4.67,Normal,True
1691,2.13,5.0,Silence,False
1692,5.6,1.96,Silence,True
1693,5.61,1.79,Normal,False
1694,5.78,3.19,Down,True
1695,1.65,3.15,Down,True
1696,5.03,0.79,Normal,False
1697,4.82,8.69,Down,False
1698,1.98,2.99,Normal,False
1699,4.33,1.89,Normal,False
1700,2.34,1.77,Down,False
1701,5.6,0.42,Normal,True
1702,4.67,2.58,Silence,False
1703,4.87,5.04,Burst,True
1704,1.92,0.1,Normal,False
1705,3.45,1.12,Down,False
1706,4.2,0.14,Down,True
1707,1.76,9.61,Burst,False
1708,5.91,5.28,Down,False
1709,5.29,1.45,Silence,False
1710,0.76,4.61,Down,False
1711,5.4,5.8,Normal,False
1712,5.76,1.68,Normal,False
1713,4.4,8.59,Silence,True
1714,5.01,9.66,Burst,False
1715,3.57,1.61,Silence,True
1716,0.36,0.12,Down,True
1717,3.32,3.53,Silence,False
1718,0.31,6.76,Burst,True
1719,2.68,6.58,Burst,True
1720,1.54,6.1,Normal,True
1721,2.21,8.17,Burst,False
1722,3.02,4.35,Silence,False
