id,Seismic_Mag,Radiation_uSv,Comms_State,AOI_Hit
887,4.37,1.79,Burst,False
888,2.2,8.82,Down,True
889,4.77,5.16,Burst,True
890,4.47,6.43,Burst,True
891,2.33,3.99,Silence,False
892,4.08,9.56,Normal,True
893,2.63,5.98,Burst,False
894,2.67,9.85,Normal,False
895,3.28,0.31,Down,True
896,4.22,7.1,Down,False
897,5.09,8.71,Normal,False
898,1.79,6.52,Normal,True
899,5.85,6.59,Down,True
900,3.24,0.71,Down,True
901,2.64,0.3,Down,False
902,2.71,8.62,Down,True
903,2.08,3.34,Normal,False
904,1.08,6.76,Silence,False
905,5.78,2.86,Burst,False
906,5.77,6.2,Normal,False
907,0.17,2.6,Burst,True
908,1.31,4.75,Silence,False
909,0.39,5.94,Silence,False
910,0.02,0.44,Normal,False
911,4.03,9.48,Down,False
912,0.78,8.25,Down,True
913,0.97,8.78,Normal,True
914,1.92,6.87,Silence,False
915,0.77,5.62,Normal,False
916,1.82,0.58,Down,True
917,3.47,4.58,Normal,False
918,2.36,6.55,Burst,False
919,0.68,6.26,Normal,True
920,0.25,0.79,Silence,True
921,5.97,5.78,Normal,False
922,3.3,8.9,Silence,False
923,3.8,9.15,Down,True
924,2.44,4.2,Normal,False
925,2.62,7.07,Silence,True
926,1.82,0.62,Down,True
927,5.23,1.57,Burst,False
928,3.82,8.39,Down,True
929,4.36,1.56,Down,True
930,5.37,2.59,Silence,False
931,2.96,6.62,Down,True
932,5.85,7.03,Down,False
933,1.36,7.81,Normal,False
934,3.88,6.12,Silence,True
935,0.1,6.25,Normal,False
936,5.02,0.45,Burst,True
937,0.69,0.03,Silence,False
938,5.3,8.63,Silence,False
939,0.4,0.58,Normal,False
940,4.72,4.04,Down,True
941,2.62,5.8,Down,True
942,1.17,7.43,Normal,False
943,2.44,2.77,Silence,False
944,5.85,7.42,Silence,True
945,5.41,2.39,Burst,True
946,4.53,5.88,Normal,True
947,0.68,9.91,Silence,True
948,0.07,3.46,Silence,False
949,2.76,8.21,Burst,False
950,5.34,7.14,Normal,True
951,5.52,8.84,Normal,False
952,5.63,9.46,Normal,True
953,3.19,4.83,Down,False
954,4.0,8.76,Burst,False
955,1.94,6.16,Silence,False
956,5.0,6.4,Normal,False
957,2.11,6.78,Normal,False
958,1.4,0.75,Silence,False
959,2.11,7.56,Silence,True
960,3.79,3.9,Silence,False
961,4.3,3.03,Normal,True
962,5.69,0.74,Silence,False
963,5.15,1.97,Silence,False
964,0.9,2.55,Down,False
965,4.7,1.24,Normal,False
966,5.19,1.98,Burst,False
967,0.96,2.15,Silence,True
968,5.94,9.62,Down,True
969,4.04,5.0,Burst,False
970,5.52,9.74,Silence,True
971,4.75,0.99,Normal,True
972,3.22,5.34,Down,False
973,4.63,1.41,Normal,False
974,4.26,1.03,Burst,True
975,2.39,7.99,Burst,False
976,5.17,5.08,Burst,True
977,0.35,4.32,Down,True
978,1.21,0.43,Down,True
979,1.41,3.55,Burst,True
980,4.48,7.53,Silence,True
981,2.96,3.78,Silence,False
982,2.8,6.63,Burst,True
983,4.31,9.75,Burst,False
984,1.99,7.26,Silence,False
985,1.1,0.04,Normal,True
986,2.29,9.92,Burst,False
987,2.85,6.29,Silence,True
988,2.29,4.12,Normal,True
989,5.31,7.18,Burst,True
990,2.83,6.81,Normal,True
991,0.8,2.37,Normal,False
992,5.01,6.91,Normal,False
993,2.99,5.09,Burst,True
994,2.47,6.17,Silence,False
995,4.14,8.03,Burst,True
996,4.98,6.17,Normal,False
997,2.23,4.9,Silence,False
998,2.73,1.17,Normal,False
999,0.38,2.91,Burst,False
1000,0.88,0.28,Normal,False
1001,1.04,0.74,Silence,True
1002,1.56,5.11,Burst,False
1003,4.66,3.61,Down,True
1004,1.37,6.22,Burst,True
1005,4.28,3.58,Silence,False
1006,3.73,9.49,Burst,True
1007,0.82,7.79,Silence,True
1008,4.78,2.22,Down,False
1009,5.69,6.97,Normal,False
1010,4.68,5.0,Burst,False
1011,3.76,7.41,Silence,True
1012,4.81,2.77,Normal,False
1013,4.75,0.83,Burst,True
1014,0.54,5.05,Normal,False
1015,0.14,8.28,Silence,True
1016,0.32,4.4,Normal,False
1017,0.43,2.48,Down,True
1018,0.18,3.64,Burst,True
1019,0.93,1.27,Silence,True
1020,4.44,0.03,Down,False
1021,5.39,3.16,Normal,False
1022,1.37,9.54,Burst,True
1023,3.22,5.4,Burst,True
1024,0.16,1.46,Down,False
1025,5.8,3.86,Silence,True
1026,2.34,4.73,Down,False
1027,1.58,8.78,Burst,False
1028,5.61,6.07,Silence,True
1029,3.55,6.15,Burst,True
1030,5.9,6.58,Normal,True
1031,3.61,2.25,Down,True
1032,4.97,7.03,Down,False
1033,5.35,7.7,Burst,False
1034,3.7,4.66,Burst,True
1035,0.46,9.91,Normal,False
1036,2.0,7.96,Burst,True
1037,1.76,2.96,Silence,True
1038,1.45,1.12,Down,False
1039,3.57,3.08,Down,True
1040,5.8,4.28,Down,False
1041,0.94,1.99,Normal,True
1042,5.26,3.48,Normal,True
1043,3.0,3.25,Burst,False
1044,1.17,8.33,Down,False
1045,2.1,9.75,Burst,True
1046,1.97,8.82,Silence,True
1047,1.65,9.84,Silence,False
1048,3.16,1.26,Down,True
1049,1.36,3.76,Silence,True
1050,0.06,5.96,Down,True
1051,5.14,3.22,Normal,True
1052,0.63,5.86,Burst,False
1053,4.47,9.6,Burst,True
1054,2.28,6.01,Down,False
1055,2.82,3.67,Down,True
1056,1.86,7.73,Down,False
1057,3.81,7.66,Down,False
1058,5.61,3.96,Burst,True
1059,2.12,7.22,Normal,True
1060,4.99,1.62,Burst,False
1061,1.73,8.09,Burst,False
1062,3.58,1.78,Down,False
1063,2.88,3.63,Burst,False
1064,0.56,7.05,Normal,False
1065,4.87,2.66,Down,True
1066,0.42,8.48,Silence,True
1067,4.24,5.91,Burst,True
1068,2.11,0.7,Silence,True
1069,2.31,6.93,Down,True
1070,3.86,8.26,Down,True
1071,1.53,8.55,Normal,False
1072,4.79,0.82,Normal,False
1073,2.1,2.48,Down,False
1074,1.83,6.25,Normal,True
1075,1.74,7.23,Burst,False
1076,4.15,8.71,Silence,False
1077,1.18,2.88,Silence,True
1078,3.96,2.73,Burst,True
1079,2.33,3.51,Burst,False
1080,4.78,1.96,Burst,True
1081,3.85,1.57,Down,True
1082,1.14,5.63,Silence,True
1083,5.17,7.66,Burst,False
1084,1.17,1.64,Burst,True
1085,4.42,3.93,Down,False
1086,4.91,7.52,Silence,True
1087,2.0,8.16,Normal,False
1088,1.43,3.47,Normal,False
1089,2.58,2.52,Down,False
1090,5.18,5.97,Down,True
1091,3.5,0.31,Burst,True
1092,4.4,6.1,Silence,True
1093,4.37,3.7,Normal,False
1094,4.81,0.53,Down,True
1095,2.87,9.39,Normal,False
1096,5.24,5.46,Normal,False
1097,1.53,6.75,Silence,True
1098,0.14,4.34,Silence,True
1099,5.17,4.46,Normal,False
1100,0.68,3.71,Normal,False
1101,3.76,3.5,Down,True
1102,4.05,6.03,Burst,True
1103,4.6,9.45,Silence,False
1104,3.5,8.98,Silence,False
1105,3.5,3.6,Normal,True
1106,5.06,5.94,Burst,False
1107,0.4,4.29,Normal,False
1108,1.1,4.25,Normal,True
1109,2.26,4.11,Normal,True
1110,4.98,6.12,Silence,False
1111,5.67,7.39,Silence,True
1112,3.51,7.6,Down,True
1113,4.12,3.37,Normal,False
1114,1.02,0.4,Normal,True
1115,1.02,6.56,Burst,True
1116,4.45,3.14,Burst,False
1117,2.23,6.35,Down,False
1118,2.89,2.19,Silence,True
1119,1.33,6.53,Burst,False
1120,3.58,5.25,Burst,True
1121,0.89,9.64,Down,False
1122,0.1,4.82,Down,False
1123,4.71,2.08,Down,True
1124,1.39,7.3,Down,False
1125,4.06,4.35,Silence,True
1126,4.26,2.43,Burst,False
1127,3.8,3.71,Silence,False
1128,1.6,6.21,Down,True
1129,1.58,4.37,Normal,True
1130,4.59,5.92,Down,True
1131,3.78,0.35,Burst,True
1132,1.07,3.29,Burst,False
1133,2.2,5.06,Down,False
1134,2.99,2.82,Normal,False
1135,0.13,3.38,Burst,False
1136,5.67,6.78,Normal,False
1137,0.08,0.11,Silence,False
1138,1.68,9.09,Down,False
1139,5.47,2.21,Down,False
1140,3.65,2.85,Burst,False
1141,5.48,8.5,Down,True
1142,3.29,1.05,Down,False
1143,4.3,0.88,Silence,False
1144,2.39,8.64,Silence,True
1145,2.59,4.92,Silence,True
1146,2.25,6.29,Silence,False
1147,5.54,0.4,Normal,True
1148,2.27,0.33,Down,True
1149,2.02,5.98,Down,False
1150,5.97,1.69,Normal,False
1151,1.06,2.7,Silence,True
1152,0.7,8.38,Burst,True
1153,3.08,1.37,Normal,True
1154,0.65,0.27,Burst,True
1155,5.98,6.65,Burst,True
1156,5.6,6.43,Silence,True
1157,4.28,4.91,Down,True
1158,2.78,5.78,Silence,True
1159,4.63,2.56,Silence,False
1160,3.31,2.89,Normal,True
1161,2.04,4.31,Normal,True
1162,4.42,7.17,Burst,True
1163,5.43,0.66,Down,True
1164,1.39,5.41,Down,True
1165,3.56,8.58,Normal,False
1166,0.82,0.84,Burst,True
1167,0.2,4.56,Normal,False
1168,5.66,2.47,Down,False
1169,4.45,1.77,Normal,False
1170,2.91,2.4,Silence,True
1171,4.0,3.68,Silence,True
1172,4.62,8.99,Silence,False
1173,3.13,8.56,Normal,False
1174,4.55,7.39,Normal,False
1175,0.83,2.0,Silence,True
1176,5.08,4.44,Normal,False
1177,3.75,5.51,Silence,False
1178,1.92,7.96,Down,True
1179,1.82,0.6,Silence,True
1180,1.59,5.26,Burst,True
1181,4.17,3.43,Burst,True
1182,0.85,6.97,Normal,True
1183,4.29,6.04,Normal,False
1184,0.71,0.76,Silence,False
1185,3.21,2.89,Down,False
1186,3.33,6.07,Silence,True
1187,3.98,5.79,Burst,True
1188,5.17,1.22,Normal,True
1189,5.64,0.14,Silence,True
1190,1.37,1.49,Silence,False
1191,3.57,3.14,Down,False
1192,4.63,1.39,Silence,True
1193,2.06,0.46,Normal,True
1194,1.47,7.28,Silence,False
1195,3.13,7.04,Normal,True
1196,3.79,7.08,Down,True
1197,2.38,4.45,Normal,False
1198,4.28,9.28,Burst,False
1199,2.16,1.69,Down,True
1200,1.28,1.44,Silence,True
1201,1.65,6.23,Normal,True
1202,1.4,6.28,Down,True
1203,3.38,1.73,Down,False
1204,4.9,8.42,Normal,False
1205,0.64,7.02,Silence,True
1206,3.77,7.72,Silence,False
1207,5.98,6.86,Burst,False
1208,3.27,1.02,Burst,False
1209,0.93,1.45,Down,True
1210,1.16,4.67,Burst,True
1211,4.73,6.4,Down,False
1212,1.56,2.49,Silence,True
1213,2.44,4.68,Normal,True
1214,4.35,7.35,Silence,True
1215,0.01,5.46,Down,True
1216,4.27,4.37,Down,False
1217,5.48,7.71,Silence,False
1218,2.71,7.49,Burst,True
1219,3.22,1.98,Burst,True
1220,2.14,4.14,Burst,False
1221,2.13,3.54,Silence,True
1222,4.62,7.95,Silence,True
1223,0.91,0.14,Normal,False
1224,0.33,2.14,Down,True
1225,1.05,5.15,Normal,True
1226,1.12,7.16,Down,True
1227,2.12,8.18,Burst,True
1228,1.99,6.99,Burst,True
1229,2.13,2.71,Down,False
1230,4.74,6.78,Normal,True
1231,5.47,5.19,Silence,False
1232,2.9,6.57,Silence,True
1233,1.43,8.69,Normal,False
1234,2.81,2.2,Down,False
1235,0.02,8.59,Silence,False
1236,1.97,8.38,Normal,True
1237,0.11,5.17,Normal,True
1238,2.69,3.6,Burst,False
1239,4.09,6.8,Silence,True
1240,2.88,1.16,Down,True
1241,0.08,9.23,Silence,True
1242,1.8,3.48,Silence,False
1243,3.76,7.01,Burst,True
1244,4.86,2.16,Down,False
1245,4.49,0.59,Silence,True
1246,1.3,2.73,Silence,True
1247,4.32,4.86,Normal,False
1248,3.98,7.62,Silence,True
1249,3.77,4.94,Normal,False
1250,2.84,2.42,Silence,False
1251,3.16,8.32,Silence,False
1252,5.82,3.44,Down,False
1253,5.13,1.37,Down,False
1254,1.52,0.55,Burst,False
1255,2.88,5.47,Normal,False
1256,4.26,2.92,Normal,True
1257,1.15,3.83,Down,False
1258,4.6,9.33,Down,False
1259,5.07,5.49,Down,False
1260,3.98,9.88,Down,False
1261,5.62,4.61,Normal,True
1262,4.33,0.81,Burst,False
1263,1.16,7.42,Burst,True
1264,5.23,3.2,Silence,False
1265,2.55,2.51,Normal,False
1266,0.74,8.69,Down,True
1267,3.11,1.21,Silence,True
1268,5.48,7.19,Burst,True
1269,0.65,0.66,Down,True
1270,3.42,2.71,Burst,True
1271,2.38,5.3,Burst,False
1272,0.1,6.45,Silence,True
1273,1.71,3.04,Silence,True
1274,0.81,5.71,Silence,True
1275,1.42,2.49,Silence,False
1276,4.32,4.58,Down,True
1277,1.22,6.68,Down,True
1278,1.8,6.92,Normal,False
1279,5.22,4.25,Silence,True
1280,4.98,5.83,Normal,True
1281,3.53,0.14,Silence,False
1282,1.7,8.08,Down,False
1283,0.17,6.22,Normal,True
1284,3.49,1.6,Silence,True
1285,5.33,4.5,Silence,True
1286,1.29,1.09,Normal,True
1287,3.62,9.4,Down,True
1288,4.7,8.32,Burst,False
1289,4.1,0.44,Burst,False
1290,4.65,6.83,Down,True
1291,2.26,6.58,Silence,True
1292,4.81,8.62,Normal,False
1293,0.05,4.16,Down,False
1294,0.3,2.1,Silence,True
1295,2.83,7.08,Burst,False
1296,0.16,9.91,Silence,True
1297,3.34,1.6,Silence,False
1298,3.86,7.52,Silence,True
1299,3.51,5.88,Normal,True
1300,4.51,2.74,Normal,False
1301,1.42,6.81,Normal,True
1302,5.76,6.69,Silence,False
1303,2.32,8.59,Normal,False
1304,1.78,8.93,Down,True
1305,5.28,0.86,Silence,True
1306,5.85,9.19,Silence,True
1307,5.92,2.74,Down,False
1308,5.36,7.44,Down,False
1309,5.2,5.2,Silence,False
1310,2.92,5.06,Normal,False
1311,5.09,1.73,Down,False
1312,4.04,1.16,Normal,False
1313,5.21,8.9,Burst,True
1314,0.45,6.24,Silence,True
1315,4.64,3.74,Silence,True
1316,5.9,6.12,Burst,False
1317,5.04,9.87,Normal,True
1318,5.35,7.35,Silence,False
1319,0.96,2.44,Normal,True
1320,0.72,3.19,Burst,True
1321,3.12,9.46,Silence,False
1322,5.83,9.03,Down,False
1323,3.71,5.49,Down,True
1324,1.04,8.92,Burst,False
1325,4.39,0.0,Down,True
1326,3.36,8.61,Burst,False
1327,1.46,5.44,Down,True
1328,1.18,9.0,Normal,False
1329,2.5,3.19,Normal,False
1330,5.11,8.37,Burst,False
1331,3.84,1.07,Burst,True
1332,4.83,8.24,Burst,True
1333,4.33,5.87,Normal,True
1334,3.9,3.09,Burst,False
1335,0.54,3.08,Normal,False
1336,0.58,7.48,Down,True
1337,0.29,3.68,Normal,True
1338,3.67,1.21,Down,True
1339,4.27,7.22,Burst,False
1340,5.18,8.6,Down,False
1341,4.66,7.67,Burst,False
1342,0.66,6.03,Normal,True
1343,0.21,6.17,Burst,False
1344,1.96,6.27,Down,True
1345,5.7,1.47,Down,True
1346,1.66,6.88,Down,True
1347,3.19,6.46,Down,False
1348,4.54,1.99,Normal,True
1349,1.61,0.44,Silence,False
1350,1.69,4.83,Down,False
1351,1.84,8.19,Burst,False
1352,5.61,1.89,Silence,True
1353,0.63,3.54,Normal,False
1354,4.12,0.61,Silence,True
1355,5.65,9.09,Burst,True
1356,5.88,2.09,Burst,False
1357,0.82,0.59,Burst,True
1358,5.11,3.69,Down,True
1359,1.99,8.7,Silence,False
1360,0.97,6.02,Normal,False
1361,1.65,3.55,Silence,True
1362,0.92,2.85,Burst,False
1363,5.39,1.21,Silence,True
1364,1.01,5.6,Normal,True
1365,3.82,3.25,Down,False
1366,0.4,3.99,Burst,False
1367,3.27,0.02,Down,False
1368,0.68,8.57,Burst,False
1369,2.48,4.14,Down,False
1370,0.14,1.11,Silence,True
1371,5.18,2.81,Burst,False
1372,5.35,8.46,Down,False
1373,0.81,7.97,Normal,True
1374,3.76,1.44,Down,False
1375,3.02,9.78,Burst,True
1376,4.07,6.79,Burst,True
1377,3.5,1.3,Burst,False
1378,0.97,0.4,Down,True
1379,3.98,6.02,Normal,False
1380,3.7,1.34,Down,False
1381,3.66,1.72,Down,True
1382,2.76,3.28,Burst,True
1383,5.14,8.99,Normal,True
1384,3.15,0.55,Burst,False
1385,2.49,1.73,Down,True
1386,1.18,6.26,Burst,False
1387,2.38,6.53,Normal,False
1388,4.15,1.86,Burst,False
1389,5.9,7.52,Normal,False
1390,0.77,1.6,Burst,False
1391,2.09,8.1,Normal,False
1392,3.4,4.35,Burst,False
1393,5.27,3.09,Down,False
1394,2.87,9.38,Down,True
1395,3.03,4.06,Down,False
1396,2.78,0.13,Silence,True
1397,5.56,5.4,Normal,False
1398,1.21,3.22,Down,False
1399,4.31,1.23,Burst,False
1400,2.42,1.7,Normal,True
1401,2.69,8.07,Burst,False
1402,3.8,2.38,Burst,False
1403,1.74,3.79,Burst,True
1404,4.68,0.68,Down,False
1405,4.44,6.92,Normal,True
1406,4.72,6.32,Silence,False
1407,3.29,0.6,Silence,True
1408,0.13,2.73,Down,True
1409,3.12,6.76,Normal,True
1410,3.15,9.14,Burst,True
1411,2.69,1.98,Normal,False
1412,1.03,8.51,Normal,True
1413,0.91,0.66,Down,False
1414,2.02,5.54,Silence,True
1415,5.26,0.53,Down,False
1416,5.09,0.98,Burst,False
1417,5.06,7.55,Normal,True
1418,5.71,1.14,Silence,False
1419,1.73,3.07,Down,False
1420,0.58,3.37,Normal,True
1421,5.23,4.66,Silence,False
1422,5.63,1.59,Burst,True
1423,3.72,5.08,Normal,False
1424,5.1,5.2,Normal,False
1425,1.82,3.18,Down,True
1426,1.94,3.13,Burst,False
1427,4.24,2.21,Silence,False
1428,4.98,4.8,Down,True
1429,0.22,6.94,Silence,True
1430,5.18,2.74,Down,False
1431,0.14,4.56,Normal,False
1432,4.59,5.39,Burst,False
1433,5.64,4.46,Normal,False
1434,1.82,6.0,Silence,False
1435,2.89,6.88,Silence,True
1436,3.59,3.49,Normal,False
1437,1.97,3.62,Silence,True
1438,5.62,0.36,Normal,True
1439,5.5,0.15,Normal,False
1440,5.1,0.78,Silence,False
1441,2.26,4.34,Burst,False
1442,0.19,2.06,Normal,True
1443,4.53,2.59,Silence,False
1444,1.55,3.12,Down,False
1445,4.58,3.35,Silence,False
1446,5.69,7.11,Down,True
1447,2.35,1.03,Silence,False
1448,2.21,7.53,Burst,False
1449,2.6,0.92,Silence,False
1450,1.11,1.29,Burst,False
1451,3.09,9.14,Silence,False
1452,2.13,4.76,Burst,False
1453,5.55,8.02,Burst,False
1454,3.1,8.91,Down,False
1455,5.29,3.12,Burst,False
1456,3.52,7.66,Burst,True
1457,1.71,4.18,Silence,True
1458,3.28,7.61,Silence,False
1459,5.36,9.71,Burst,True
1460,3.45,1.52,Down,True
1461,2.05,4.67,Down,True
1462,5.34,8.45,Silence,False
1463,3.31,7.48,Burst,True
1464,5.57,7.99,Down,True
1465,0.3,8.49,Down,True
1466,4.32,2.54,Burst,True
1467,0.18,7.6,Down,False
1468,1.82,3.32,Down,True
1469,3.73,1.19,Burst,False
1470,5.58,6.47,Down,True
1471,2.01,6.91,Burst,False
1472,3.7,0.2,Normal,True
1473,5.39,3.34,Normal,False
1474,0.68,5.21,Burst,False
1475,0.92,1.77,Silence,True
1476,5.04,6.93,Burst,False
1477,5.94,3.06,Burst,False
1478,5.75,4.3,Silence,True
1479,1.19,5.37,Normal,False
1480,5.69,0.34,Normal,True
1481,0.28,0.92,Normal,False
1482,5.84,9.01,Normal,False
1483,4.05,1.8,Silence,True
1484,2.95,6.6,Burst,True
1485,3.98,4.19,Silence,True
1486,4.01,9.4,Silence,True
1487,1.4,3.76,Down,False
1488,3.24,6.77,Silence,True
1489,5.57,5.43,Normal,False
1490,2.29,7.19,Down,False
1491,0.22,2.73,Down,True
1492,1.42,7.83,Burst,True
1493,0.54,1.67,Normal,False
1494,3.88,3.05,Normal,False
1495,0.96,0.12,Silence,False
1496,4.45,4.87,Burst,True
1497,5.82,3.03,Silence,True
1498,2.21,5.61,Burst,True
1499,4.64,3.42,Silence,True
1500,5.25,6.69,Silence,False
1501,1.41,3.22,Burst,True
1502,3.12,5.48,Normal,True
1503,4.71,6.19,Burst,False
1504,2.8,2.84,Down,False
1505,3.12,7.58,Down,False
1506,1.57,6.23,Normal,False
1507,4.16,8.82,Normal,False
1508,0.65,8.06,Burst,False
1509,4.57,0.48,Silence,False
1510,3.55,4.56,Down,True
1511,0.57,9.68,Normal,True
1512,4.61,5.85,Down,True
1513,1.69,0.45,Normal,False
1514,4.02,7.34,Down,False
1515,2.4,6.6,Burst,False
1516,3.84,7.16,Down,True
1517,2.99,6.81,Burst,False
1518,2.95,8.33,Burst,False
1519,1.58,7.72,Burst,True
1520,4.48,8.36,Burst,False
1521,0.2,7.49,Silence,True
1522,4.0,1.19,Silence,False
1523,3.93,3.43,Silence,False
1524,4.84,5.62,Burst,True
1525,1.65,6.35,Silence,False
1526,5.78,9.02,Burst,False
1527,2.73,3.04,Silence,True
1528,5.86,2.2,Silence,False
1529,5.42,2.83,Down,True
1530,1.25,7.05,Normal,False
1531,2.98,2.75,Down,False
1532,4.54,6.36,Burst,True
1533,4.35,1.95,Silence,True
1534,0.92,9.12,Burst,False
1535,2.05,8.29,Down,False
1536,4.79,0.67,Normal,False
1537,5.71,8.68,Silence,True
1538,3.27,4.96,Down,False
1539,4.38,3.26,Silence,True
1540,2.24,0.47,Burst,True
1541,0.45,1.71,Burst,False
1542,3.04,9.56,Down,False
1543,0.16,7.16,Normal,False
1544,1.91,0.2,Normal,True
1545,3.95,9.97,Silence,False
1546,1.44,8.08,Burst,True
1547,3.78,8.66,Down,False
1548,3.6,2.24,Silence,False
1549,1.97,9.56,Silence,False
1550,3.91,5.78,Burst,True
1551,4.19,3.39,Burst,True
1552,5.13,4.87,Silence,False
1553,4.38,9.7,Burst,True
1554,5.89,9.46,Normal,True
1555,3.44,9.36,Burst,True
1556,4.96,2.67,Silence,False
1557,1.89,5.2,Normal,True
1558,0.1,9.26,Burst,True
1559,2.11,2.95,Normal,False
1560,5.31,2.6,Normal,True
1561,3.57,8.15,Normal,True
1562,2.6,7.4,Down,False
1563,0.07,2.96,Down,True
1564,4.93,1.6,Normal,True
1565,1.11,9.05,Silence,False
1566,2.71,4.17,Burst,True
1567,1.89,7.24,Silence,True
1568,5.47,4.18,Normal,False
1569,1.39,2.64,Silence,False
1570,0.46,8.26,Down,True
1571,3.42,3.74,Down,True
1572,4.67,0.79,Burst,False
1573,1.93,1.85,Down,True
1574,4.66,0.19,Burst,True
1575,3.49,6.88,Silence,False
1576,5.95,4.69,Normal,False
1577,0.65,4.05,Normal,True
1578,2.5,5.58,Normal,True
1579,4.13,4.16,Normal,True
1580,0.92,4.78,Silence,True
1581,2.5,4.38,Burst,True
1582,2.91,6.01,Down,True
1583,3.93,5.51,Silence,False
1584,3.59,7.25,Burst,True
1585,5.17,5.11,Silence,False
1586,4.32,0.99,Normal,True
1587,1.69,1.3,Normal,True
1588,5.21,3.32,Normal,False
1589,5.38,10.0,Burst,False
1590,2.58,7.78,Silence,True
1591,5.64,3.65,Silence,False
1592,2.88,2.07,Silence,False
1593,0.09,3.95,Silence,False
1594,4.96,2.55,Down,False
1595,0.73,8.31,Burst,False
1596,1.94,9.33,Silence,False
1597,1.31,7.58,Burst,True
1598,3.53,4.09,Silence,False
1599,2.34,5.81,Silence,False
1600,5.79,4.03,Burst,True
1601,2.01,3.32,Burst,True
1602,5.55,0.11,Down,True
1603,0.13,3.84,Burst,False
1604,2.06,6.66,Normal,True
1605,0.55,8.21,Normal,False
1606,3.84,8.76,Down,False
1607,5.86,5.98,Normal,True
1608,3.07,4.83,Silence,True
1609,2.21,6.92,Silence,True
1610,5.75,5.86,Burst,False
1611,1.6,5.35,Normal,True
1612,5.69,6.08,Silence,True
1613,3.53,0.14,Normal,True
1614,0.39,7.61,Normal,True
1615,4.32,8.02,Silence,True
1616,4.0,4.76,Silence,True
1617,5.59,1.51,Silence,False
1618,1.48,6.11,Burst,False
1619,0.99,4.46,Burst,False
1620,1.07,2.01,Down,True
1621,1.77,5.78,Down,False
1622,1.24,4.81,Burst,False
1623,3.82,5.36,Burst,True
1624,3.31,5.0,Down,True
1625,1.89,9.89,Burst,False
1626,0.61,6.44,Silence,False
1627,1.98,5.43,Down,True
1628,5.13,8.4,Burst,True
1629,0.14,4.53,Burst,False
1630,4.22,7.83,Normal,True
1631,5.37,8.09,Down,False
1632,2.08,9.99,Normal,True
1633,4.88,5.21,Burst,False
1634,4.81,7.78,Normal,True
1635,5.87,6.05,Silence,False
1636,2.24,1.17,Down,True
1637,2.99,1.11,Silence,True
1638,4.94,9.86,Silence,True
1639,1.99,4.93,Down,True
1640,3.2,4.64,Silence,False
1641,4.21,1.12,Silence,False
1642,5.52,7.29,Burst,False
1643,3.36,0.63,Normal,False
1644,0.46,0.71,Normal,False
1645,0.2,6.55,Burst,False
1646,3.47,1.54,Burst,False
1647,5.31,0.46,Down,True
1648,4.28,8.38,Down,False
1649,2.21,2.54,Burst,True
1650,5.03,5.07,Silence,False
1651,1.42,9.72,Silence,False
1652,2.27,6.46,Down,False
1653,4.03,0.28,Silence,False
1654,4.66,2.8,Burst,True
1655,4.41,4.53,Down,False
1656,5.36,9.34,Burst,False
1657,5.35,0.28,Normal,True
1658,5.11,8.95,Silence,True
1659,1.14,2.35,Burst,False
1660,0.0,3.23,Down,False
1661,2.83,9.64,Down,True
1662,1.27,0.89,Silence,True
1663,0.84,1.3,Normal,False
1664,1.95,6.54,Silence,True
1665,1.77,5.6,Down,False
1666,4.33,8.85,Silence,False
1667,1.83,4.58,Burst,True
1668,3.9,4.1,Down,True
1669,0.83,8.75,Burst,False
1670,4.7,6.72,Normal,False
1671,2.9,1.74,Down,False
1672,2.25,1.05,Down,True
1673,5.11,8.21,Down,True
1674,5.35,3.52,Normal,True
1675,1.56,1.55,Down,True
1676,0.57,7.91,Normal,True
1677,0.8,5.94,Silence,False
1678,5.79,9.75,Burst,True
1679,1.71,0.09,Down,True
1680,4.09,5.46,Down,True
1681,0.93,6.47,Silence,False
1682,3.72,7.54,Down,True
1683,3.54,1.43,Normal,False
1684,2.25,6.08,Silence,True
1685,1.63,5.66,Silence,False
1686,2.43,9.54,Burst,False
1687,5.79,9.88,Normal,True
1688,4.92,2.99,Normal,False
1689,0.98,3.48,Silence,False
1690,2.12,0.99,Silence,True
1691,4.95,6.6,Normal,False
1692,3.3,8.04,Silence,True
1693,5.45,2.76,Down,True
1694,0.23,2.22,Silence,True
1695,1.41,8.88,Down,False
1696,4.19,5.13,Down,False
1697,4.0,2.58,Burst,True
1698,4.26,1.09,Down,False
1699,4.34,1.37,Silence,False
1700,0.06,1.65,Normal,False
1701,5.72,4.69,Silence,False
1702,3.39,1.21,Normal,True
1703,4.53,1.22,Normal,True
1704,4.19,7.39,Silence,False
1705,5.37,6.77,Down,False
1706,3.52,2.87,Silence,True
1707,0.27,2.71,Silence,False
1708,3.44,3.1,Burst,True
1709,5.55,4.45,Burst,True
1710,0.5,2.28,Silence,True
1711,4.81,4.46,Down,True
1712,2.2,5.91,Down,False
1713,2.09,0.1,Silence,False
1714,2.36,5.17,Normal,True
1715,2.11,5.46,Down,False
1716,1.19,2.35,Burst,True
1717,2.84,3.3,Silence,False
1718,5.27,0.83,Burst,False
1719,4.86,2.05,Normal,False
1720,3.92,6.26,Normal,False
1721,1.58,8.87,Normal,False
1722,4.73,1.49,Burst,True
1723,4.32,3.76,Normal,True
1724,5.97,7.23,Burst,True
1725,2.27,5.07,Burst,True
1726,5.46,6.81,Silence,False
